position,token,L3_attention,L9_attention,difference,is_action_keyword,is_opponent_action,is_payoff
0,<bos>,0.1872406005859375,0.10955238342285156,-0.07768821716308594,False,False,False
1,<bos>,0.18890380859375,0.10911750793457031,-0.07978630065917969,False,False,False
2,<start_of_turn>,0.0023426413536071777,0.024630069732666016,0.022287428379058838,False,False,False
3,user,0.006023101508617401,0.010646343231201172,0.004623241722583771,False,False,False
4,"
",0.030359625816345215,0.004827618598937988,-0.025532007217407227,False,False,False
5,You,0.0017536655068397522,0.0006888285279273987,-0.0010648369789123535,False,False,False
6, are,0.0012948215007781982,0.000334911048412323,-0.0009599104523658752,False,False,False
7, playing,0.0026108622550964355,0.0007305294275283813,-0.0018803328275680542,False,False,False
8, a,0.0010046586394309998,0.00022658705711364746,-0.0007780715823173523,False,False,False
9, game,0.001399397850036621,0.0005676597356796265,-0.0008317381143569946,False,False,False
10, with,0.001199096441268921,0.00035144388675689697,-0.0008476525545120239,False,False,False
11, another,0.0006930679082870483,0.0006742998957633972,-1.8768012523651123e-05,False,False,False
12, agent,0.0014511644840240479,0.0007446110248565674,-0.0007065534591674805,False,False,False
13, A,0.0011057853698730469,0.0007266998291015625,-0.0003790855407714844,False,False,False
14,.,0.0018164962530136108,0.0015999078750610352,-0.00021658837795257568,False,False,False
15, You,0.001058138906955719,0.001072213053703308,1.4074146747589111e-05,False,False,False
16, must,0.0011031851172447205,0.000914357602596283,-0.0001888275146484375,False,False,False
17, choose,0.0019362792372703552,0.0014814436435699463,-0.00045483559370040894,False,False,False
18, either,0.0005994290113449097,0.0010991692543029785,0.0004997402429580688,False,False,False
19, action,0.0008665844798088074,0.0017013251781463623,0.0008347406983375549,False,False,False
20, action,0.0010435283184051514,0.0005426108837127686,-0.0005009174346923828,False,False,False
21,2,0.0013499855995178223,0.001251325011253357,-9.866058826446533e-05,False,False,False
22, or,0.0004203394055366516,0.0028764456510543823,0.0024561062455177307,False,False,False
23, action,0.00021916627883911133,0.0003697797656059265,0.00015061348676681519,False,False,False
24, action,0.00018540024757385254,0.0004556402564048767,0.00027024000883102417,False,False,False
25,1,0.0004666149616241455,0.002071589231491089,0.0016049742698669434,False,False,False
26,.,0.0023867785930633545,0.0048972368240356445,0.00251045823097229,False,False,False
27, Depending,0.0016299188137054443,0.000921100378036499,-0.0007088184356689453,False,False,False
28, on,0.0009667575359344482,0.00024502724409103394,-0.0007217302918434143,False,False,False
29, your,0.0010082796216011047,0.0011686161160469055,0.00016033649444580078,False,False,False
30, action,0.0003179982304573059,0.0012219175696372986,0.0009039193391799927,False,False,False
31, and,0.0003473907709121704,0.0009957998991012573,0.0006484091281890869,False,False,False
32, A,0.00016867369413375854,0.0011736899614334106,0.001005016267299652,False,False,False
33,',0.00034040212631225586,0.0007123947143554688,0.0003719925880432129,False,False,False
34,s,0.00021761655807495117,0.00027095526456832886,5.3338706493377686e-05,False,False,False
35, action,0.00021819770336151123,0.0005248710513114929,0.0003066733479499817,False,False,False
36,",",0.0004794970154762268,0.0013039559125900269,0.0008244588971138,False,False,False
37, you,0.0002448931336402893,0.0020541250705718994,0.00180923193693161,False,False,False
38, each,0.0005708634853363037,0.002798520028591156,0.0022276565432548523,False,False,False
39, get,0.000491410493850708,0.00069427490234375,0.000202864408493042,False,False,True
40, a,0.0004042387008666992,0.00032764673233032227,-7.659196853637695e-05,False,False,False
41, certain,0.0004391297698020935,0.000772133469581604,0.0003330036997795105,False,False,False
42, number,0.0005197897553443909,0.0007907897233963013,0.0002709999680519104,False,False,False
43, of,0.00036753714084625244,0.00020188838243484497,-0.00016564875841140747,False,False,False
44, points,0.0005857422947883606,0.0010805130004882812,0.0004947707056999207,False,False,True
45,.,0.0019009709358215332,0.0013663768768310547,-0.0005345940589904785,False,False,False
46, The,0.0020734965801239014,0.0022716224193573,0.00019812583923339844,False,False,False
47, points,0.0005742311477661133,0.00010699033737182617,-0.0004672408103942871,False,False,True
48, are,0.00023009628057479858,5.8323144912719727e-05,-0.00017177313566207886,False,False,False
49, awarded,0.0005187541246414185,0.00021389871835708618,-0.0003048554062843323,False,False,False
50, as,0.00019741803407669067,3.5881996154785156e-05,-0.00016153603792190552,False,False,False
51, follows,0.0009400844573974609,0.0003786236047744751,-0.0005614608526229858,False,False,False
52, (,0.0005780458450317383,0.000299796462059021,-0.0002782493829727173,False,False,False
53,you,0.0008684396743774414,0.0008465051651000977,-2.193450927734375e-05,False,False,False
54, are,0.0004356503486633301,0.00030316412448883057,-0.0001324862241744995,False,False,False
55, the,0.0003086477518081665,0.00041975826025009155,0.00011111050844192505,False,False,False
56, row,0.0012993291020393372,0.003512740135192871,0.002213411033153534,False,False,False
57, player,0.00020519644021987915,0.003352522850036621,0.003147326409816742,False,False,False
58,",",0.00013500452041625977,0.0008111819624900818,0.000676177442073822,False,False,False
59, A,0.0001324489712715149,0.0017126500606536865,0.0015802010893821716,False,False,False
60, is,0.00013911724090576172,0.0002679005265235901,0.00012878328561782837,False,False,False
61, the,0.00020854920148849487,7.012486457824707e-05,-0.0001384243369102478,False,False,False
62, column,0.0008564814925193787,0.0015439391136169434,0.0006874576210975647,False,False,False
63, player,0.0001443922519683838,0.0013973116874694824,0.0012529194355010986,False,False,False
64,):,0.0014499574899673462,0.005770444869995117,0.004320487380027771,False,False,False
65,"

",0.008795522153377533,0.0020211338996887207,-0.006774388253688812,False,False,False
66,            ,0.0021072477102279663,0.0006405338644981384,-0.0014667138457298279,False,False,False
67,|,0.0009265244007110596,0.00046628713607788086,-0.0004602372646331787,False,False,False
68,         ,0.00048357248306274414,0.00019437074661254883,-0.0002892017364501953,False,False,False
69,|,0.00022978335618972778,0.0007549524307250977,0.0005251690745353699,False,False,False
70,  ,0.00019125640392303467,0.00018353015184402466,-7.72625207901001e-06,False,False,False
71,action,0.00034612417221069336,0.0008964836597442627,0.0005503594875335693,False,False,False
72,1,0.0007471293210983276,0.0024224519729614258,0.0016753226518630981,False,False,False
73,  ,0.00026829540729522705,0.00033236294984817505,6.4067542552948e-05,False,False,False
74,|,0.0002466440200805664,0.0004547983407974243,0.0002081543207168579,False,False,False
75,  ,9.23648476600647e-05,2.8207898139953613e-05,-6.415694952011108e-05,False,False,False
76,action,7.589161396026611e-05,0.00010583549737930298,2.9943883419036865e-05,False,False,False
77,2,0.00011165440082550049,0.0020757466554641724,0.001964092254638672,False,False,False
78,  ,6.31287693977356e-05,0.00029978901147842407,0.00023666024208068848,False,False,False
79,|,0.0001093447208404541,0.0005363523960113525,0.00042700767517089844,False,False,False
80,"
",0.001278012990951538,0.0016295909881591797,0.0003515779972076416,False,False,False
81,            ,0.0002445802092552185,0.00016891956329345703,-7.566064596176147e-05,False,False,False
82,|,0.00023778527975082397,0.00021188706159591675,-2.5898218154907227e-05,False,False,False
83,---------,0.000572696328163147,0.00031263381242752075,-0.0002600625157356262,False,False,False
84,|,0.00026135146617889404,0.00017935782670974731,-8.199363946914673e-05,False,False,False
85,-----------,0.0003654658794403076,0.00026313215494155884,-0.00010233372449874878,False,False,False
86,|,0.0001614689826965332,7.321685552597046e-05,-8.825212717056274e-05,False,False,False
87,-----------,0.00015168637037277222,0.00016094744205474854,9.261071681976318e-06,False,False,False
88,|,0.00010614097118377686,0.00011379271745681763,7.651746273040771e-06,False,False,False
89,"
",0.0013355612754821777,0.0021085739135742188,0.000773012638092041,False,False,False
90,            ,0.0004966259002685547,0.00021858513355255127,-0.0002780407667160034,False,False,False
91,|,0.0003117471933364868,0.0002508983016014099,-6.0848891735076904e-05,False,False,False
92, action,0.00024505704641342163,0.0002818107604980469,3.6753714084625244e-05,False,False,False
93,1,0.0002788230776786804,0.0006517097353935242,0.00037288665771484375,False,False,False
94, |,0.00021139532327651978,0.00023651868104934692,2.512335777282715e-05,False,False,False
95,  ,8.552521467208862e-05,0.00015258044004440308,6.705522537231445e-05,False,False,False
96,3,0.00039646029472351074,0.0004349648952484131,3.8504600524902344e-05,False,False,False
97,",",0.00033877044916152954,0.0005823895335197449,0.00024361908435821533,False,False,False
98, ,0.0002868771553039551,0.00012677162885665894,-0.00016010552644729614,False,False,False
99,3,0.0003495067358016968,0.0003819465637207031,3.243982791900635e-05,False,False,False
100,     ,0.00044621527194976807,0.0005400925874710083,9.387731552124023e-05,False,False,False
101,|,0.00020713359117507935,0.0003291293978691101,0.00012199580669403076,False,False,False
102,  ,0.0001307278871536255,7.481873035430908e-05,-5.5909156799316406e-05,False,False,False
103,0,0.0003333538770675659,0.0004355981945991516,0.0001022443175315857,False,False,False
104,",",0.0001249760389328003,0.00026059895753860474,0.00013562291860580444,False,False,False
105, ,0.00010319054126739502,0.0010272711515426636,0.0009240806102752686,False,False,False
106,4,0.00019850581884384155,0.001300618052482605,0.0011021122336387634,False,False,False
107,     ,0.0001226961612701416,0.0003933906555175781,0.0002706944942474365,False,False,False
108,|,0.00011702626943588257,0.0002526417374610901,0.00013561546802520752,False,False,False
109,"
",0.0010208413004875183,0.005402266979217529,0.004381425678730011,False,False,False
110,            ,0.00024928152561187744,0.0022517889738082886,0.002002507448196411,False,False,False
111,|,8.095800876617432e-05,0.0005272850394248962,0.0004463270306587219,False,False,False
112, action,7.338821887969971e-05,9.44286584854126e-05,2.104043960571289e-05,False,False,False
113,2,0.0001212581992149353,0.0007663294672966003,0.000645071268081665,False,False,False
114, |,0.00017321109771728516,0.00014441460371017456,-2.8796494007110596e-05,False,False,False
115,  ,0.0001157522201538086,0.00011699646711349487,1.2442469596862793e-06,False,False,False
116,4,0.000302240252494812,0.0007297247648239136,0.00042748451232910156,False,False,False
117,",",0.0001317337155342102,0.00020079314708709717,6.905943155288696e-05,False,False,False
118, ,7.75456428527832e-05,0.001420624554157257,0.0013430789113044739,False,False,False
119,0,9.861588478088379e-05,0.0007368922233581543,0.0006382763385772705,False,False,False
120,     ,8.586794137954712e-05,0.00017821043729782104,9.234249591827393e-05,False,False,False
121,|,7.916241884231567e-05,0.00031932443380355835,0.00024016201496124268,False,False,False
122,  ,7.471442222595215e-05,0.0001868903636932373,0.00011217594146728516,False,False,False
123,1,0.0001229420304298401,0.0004421845078468323,0.0003192424774169922,False,False,False
124,",",7.071346044540405e-05,0.0002510175108909607,0.00018030405044555664,False,False,False
125, ,4.902482032775879e-05,0.0015039220452308655,0.0014548972249031067,False,False,False
126,1,0.00010016560554504395,0.0004944875836372375,0.0003943219780921936,False,False,False
127,     ,0.00019868463277816772,0.00043310225009918213,0.0002344176173210144,False,False,False
128,|,0.0001910775899887085,0.00032332539558410645,0.00013224780559539795,False,False,False
129,"

",0.0027785003185272217,0.01712477207183838,0.014346271753311157,False,False,False
130,You,0.0009948089718818665,0.01384878158569336,0.012853972613811493,False,False,False
131, have,0.0010084882378578186,0.0038909614086151123,0.0028824731707572937,False,False,False
132, played,0.002180524170398712,0.0006952881813049316,-0.0014852359890937805,False,False,False
133, with,0.0010714605450630188,0.0002548694610595703,-0.0008165910840034485,False,False,False
134, this,0.0027637332677841187,0.000776827335357666,-0.0019869059324264526,False,False,False
135, opponent,0.001359403133392334,0.0019453763961791992,0.0005859732627868652,False,True,False
136, before,0.0010167956352233887,0.0009294748306274414,-8.732080459594727e-05,False,False,False
137,.,0.002082347869873047,0.0026650428771972656,0.0005826950073242188,False,False,False
138, Last,0.0006173625588417053,0.001160949468612671,0.0005435869097709656,False,False,False
139, time,0.001301102340221405,0.0006376504898071289,-0.0006634518504142761,False,False,False
140,",",0.0006698071956634521,0.0005601048469543457,-0.00010970234870910645,False,False,False
141, you,0.0004905387759208679,0.0031945109367370605,0.0027039721608161926,False,False,False
142, played,0.0008584260940551758,0.0003413259983062744,-0.0005171000957489014,False,False,False
143, action,0.00025091320276260376,0.0013407021760940552,0.0010897889733314514,False,False,False
144,1,0.00026676058769226074,0.0028810352087020874,0.0026142746210098267,False,False,False
145, and,0.0004590526223182678,0.000752471387386322,0.0002934187650680542,False,False,False
146, they,0.00031463056802749634,0.00044224411249160767,0.00012761354446411133,False,False,False
147, played,0.0005052164196968079,0.0003167465329170227,-0.00018846988677978516,False,False,False
148, action,0.00024996697902679443,0.00021470338106155396,-3.526359796524048e-05,False,False,False
149,1,0.0002902299165725708,0.001557186245918274,0.0012669563293457031,False,False,False
150,",",0.0002900063991546631,0.0008181557059288025,0.0005281493067741394,False,False,False
151, so,0.0008572414517402649,0.0023407265543937683,0.0014834851026535034,False,False,False
152, you,0.0003937557339668274,0.0032998323440551758,0.0029060766100883484,False,False,False
153, got,0.0005481019616127014,0.00033298879861831665,-0.00021511316299438477,False,False,False
154, ,0.0004697740077972412,0.0003167763352394104,-0.0001529976725578308,False,False,False
155,3,0.0007764771580696106,0.0013094842433929443,0.0005330070853233337,False,False,False
156, points,0.001430213451385498,0.001800820231437683,0.00037060678005218506,False,False,True
157, and,0.0005000904202461243,0.0018336623907089233,0.001333571970462799,False,False,False
158, A,0.00028590112924575806,0.002273261547088623,0.001987360417842865,False,False,False
159, got,0.0002956986427307129,0.0002938508987426758,-1.8477439880371094e-06,False,False,False
160, ,0.00027479976415634155,5.8844685554504395e-05,-0.00021595507860183716,False,False,False
161,3,0.0005701407790184021,0.0011897087097167969,0.0006195679306983948,False,False,False
162, points,0.0006788745522499084,0.000654369592666626,-2.450495958328247e-05,False,False,True
163,.,0.0015304610133171082,0.004240468144416809,0.002710007131099701,False,False,False
164, What,0.002786397933959961,0.013601541519165039,0.010815143585205078,False,False,False
165, action,0.001138545572757721,0.0054749250411987305,0.0043363794684410095,False,False,False
166, would,0.0018211603164672852,0.011789321899414062,0.009968161582946777,False,False,False
167, you,0.0006578713655471802,0.016239404678344727,0.015581533312797546,False,False,False
168, take,0.0008367598056793213,0.006600737571716309,0.005763977766036987,False,False,False
169, in,0.0007120892405509949,0.0025016367435455322,0.0017895475029945374,False,False,False
170, order,0.0030274763703346252,0.0105665922164917,0.007539115846157074,False,False,False
171, to,0.0015135854482650757,0.004055678844451904,0.0025420933961868286,False,False,False
172, achieve,0.0018017739057540894,0.0006232708692550659,-0.0011785030364990234,False,False,False
173, the,0.0006593912839889526,0.0009348243474960327,0.0002754330635070801,False,False,False
174, highest,0.0010038986802101135,0.00824737548828125,0.0072434768080711365,False,False,False
175, possible,0.0009012743830680847,0.003519594669342041,0.0026183202862739563,False,False,False
176, score,0.0012058466672897339,0.0008086115121841431,-0.0003972351551055908,False,False,False
177, in,0.0005584806203842163,0.0013157576322555542,0.0007572770118713379,False,False,False
178, points,0.0003071203827857971,0.0012209117412567139,0.0009137913584709167,False,False,True
179,?,0.00454770028591156,0.01758110523223877,0.01303340494632721,False,False,False
180, Your,0.0014609098434448242,0.010378479957580566,0.008917570114135742,False,False,False
181, answer,0.002525046467781067,0.00539088249206543,0.002865836024284363,False,False,False
182, must,0.0008114725351333618,0.0027427375316619873,0.0019312649965286255,False,False,False
183, follow,0.002375379204750061,0.0022531449794769287,-0.00012223422527313232,False,False,False
184, this,0.0014750733971595764,0.0009641051292419434,-0.0005109682679176331,False,False,False
185, format,0.005226224660873413,0.03990088403224945,0.03467465937137604,False,False,False
186, exactly,0.0009412914514541626,0.014953717589378357,0.014012426137924194,False,False,False
187,:,0.0026427358388900757,0.03871642053127289,0.03607368469238281,False,False,False
188, choose,0.0023576095700263977,0.006251811981201172,0.003894202411174774,False,False,False
189, either,0.004402413964271545,0.0037756264209747314,-0.000626787543296814,False,False,False
190, action,0.0007421374320983887,0.0052086710929870605,0.004466533660888672,False,False,False
191,2,0.0009494870901107788,0.013261079788208008,0.012311592698097229,False,False,False
192, or,0.0010152533650398254,0.005240082740783691,0.004224829375743866,False,False,False
193, action,0.0003199055790901184,0.0005093440413475037,0.00018943846225738525,False,False,False
194,1,0.0005827620625495911,0.01385653018951416,0.013273768126964569,False,False,False
195,.,0.002958446741104126,0.018530845642089844,0.015572398900985718,False,False,False
196, Do,0.0027489960193634033,0.011353731155395508,0.008604735136032104,False,False,False
197, not,0.001667603850364685,0.002794802188873291,0.001127198338508606,False,False,False
198, explain,0.006019808351993561,0.00914156436920166,0.0031217560172080994,False,False,False
199, your,0.001558542251586914,0.0022812262177467346,0.0007226839661598206,False,False,False
200, reasoning,0.0037544891238212585,0.013670086860656738,0.00991559773683548,False,False,False
201,.,0.00367765873670578,0.11773991584777832,0.11406225711107254,False,False,False
202,"
",0.013715624809265137,0.014073610305786133,0.0003579854965209961,False,False,False
203,Your,0.009014725685119629,0.0021638870239257812,-0.006850838661193848,False,False,False
204, answer,0.014203250408172607,0.004177853465080261,-0.010025396943092346,False,False,False
205,:,0.013879828155040741,0.013345718383789062,-0.0005341097712516785,False,False,False
206,<end_of_turn>,0.013550713658332825,0.014057517051696777,0.0005068033933639526,False,False,False
207,"
",0.02352341264486313,0.007368892431259155,-0.016154520213603973,False,False,False
208,<start_of_turn>,0.026644229888916016,0.019561052322387695,-0.00708317756652832,False,False,False
209,model,0.2560405731201172,0.021491527557373047,-0.23454904556274414,False,False,False
210,"
",0.03429555892944336,0.016262412071228027,-0.018033146858215332,False,False,False
